country.name,country.iso,region,entities,eu.member,text.category,text.type,source.name,source.link,start.year,end.year,start.date,end.date,complete,retrieval.way,file.type,primary.secondary,storage,archive,init.source,scientific,source.type,meta.vars,organization.name.av,annot.av,codebook.av,vars,analysis.type,full.text.av,text.ready,corpus.type,registration,free.access,copyright,copyright.owner,notes,,,,,,,
Cyprus,CY,national,"CY: EDEK, ELAM, AKEL, KA, DiKo",1,Press Release,Press Release (from party office),Friedrich Ebert Stiftung,https://library.fes.de/pressemitteilungen/?&ctag=Zypern&org=Partei,2017,2021,,,0,2,text/html,2,7,1,"Friedrich-Ebert-Stiftung, Bibliothek (n.d.). Pressemitteilungen von Parteien und Gewerkschaften. Retrieved April 27, 2021, from https://library.fes.de/pressemitteilungen/",1,1,"party name, year, citationlink, source, title, url, RSS data",1,0,0,NA,0,1,0,0,0,1,,,,,,,,,,
Norway,NO,national,NO: V,0,Press Release,Press Release (from party office),Friedrich Ebert Stiftung,https://library.fes.de/pressemitteilungen/?&org=Partei&ctag=Norwegen,2017,2021,,,0,2,text/html,2,7,1,"Friedrich-Ebert-Stiftung, Bibliothek (n.d.). Pressemitteilungen von Parteien und Gewerkschaften. Retrieved April 27, 2021, from https://library.fes.de/pressemitteilungen/",1,1,"party name, year, citationlink, source, title, url, RSS data",1,0,0,NA,0,1,0,0,0,1,,,,,,,,,,
EU/Europe,,supranational,"European Federalist Party (EFP), Global Young Greens (GYG), PES Group in the European Committee of Regions, European People's Party Group (EPP Group), Party of the European Left (EL), Nordic Green Left (GUE/NGL) in the European Parliament, Group of the Progressive Alliance of Socialists & Democrats in the European Parliament (S & D Group), Young European Socialists (YES)",2,Press Release,"Press Release (from party office, from PPG)",Friedrich Ebert Stiftung,https://library.fes.de/pressemitteilungen/?&ctag=Europa&org=Partei,2009,2021,,,0,2,text/html,2,7,1,"Friedrich-Ebert-Stiftung, Bibliothek (n.d.). Pressemitteilungen von Parteien und Gewerkschaften. Retrieved April 27, 2021, from https://library.fes.de/pressemitteilungen/",1,1,"party name, year, citationlink, source, title, url, RSS data",1,0,0,NA,0,1,0,0,0,1,,,,,,,,,,
Austria,AT,national,"AT: SPÖ, ÖVP, FPÖ, GRÜNE, NEOS, TS",1,Social Media,Facebook,AUTNES,https://search.GESIS.org/research_data/ZA6882,2013,2013,19.08.2013,28.09.2013,1,1,".dta, .sav",2,4,1,"Müller, Wolfgang C., Bodlos, Anita, Dolezal, Martin, Eder, Nikolaus, Ennser-Jedenastik, Laurenz, Kaltenegger, Matthias, Meyer, Thomas M., . . . Winkler, Anna Katharina (2017). AUTNES Content Analysis of Party Facebook Pages 2013. GESIS Datenarchiv, Köln. ZA6882 Datenfile Version 1.0.0, https://doi.org/10.4232/1.12699.",1,2,"party name, author, date",1,1,1,"ID variable, coder ID (1‐5), URL of Facebook‐site, type of Facebook page (party or candidate), timestamp, facebook text, links that were published in the posting, hashtags, counts of likes, count of comments, count of shares, technical problems, call for vote, call for preference vote, call for campaign participation, etc.",1,1,1,1,1,1,,,,,,,,,,
Austria,AT,national,"AT: SPÖ, ÖVP, FPÖ, GRÜNE, NEOS, PILZ/JETZT",1,Social Media,Facebook,AUTNES,https://data.aussda.at/dataset.xhtml?persistentId=doi%3A10.11587%2F17OKDP,2017,2017,04/09/2017,14/10/2017,1,1,.tab,2,4,1,"Müller, Wolfgang C.; Bodlos, Anita; Ennser-Jedenastik, Laurenz; Gahn, Christina; Graf, Elisabeth; Haselmayer, Martin; Huber, Lena Maria; Meyer, Thomas M.; Reidinger, Verena, 2021, ""AUTNES Content Analysis of Campaign Facebook Pages 2017 (SUF edition)"", https://doi.org/10.11587/17OKDP, AUSSDA, V1, UNF:6:+TjGT7eMuO/jI+6Fnkm+0Q== [fileUNF]",1,2,"party name, author, date",1,1,1,"ID variable, coder ID (1‐5), URL of Facebook‐site, type of Facebook page (party or candidate), timestamp posting, post_message, interaction: date, interaction: likes, interaction: comments, interaction: shares, interaction: loves, interaction: wow, interaction: haha, interaction: sad, interaction: angry",1,1,1,1,1,1,,,,,,,,,,
"Austria, France, Germany, Italy, Netherlands, United Kingdom","AT, FR, DE, IT, NL, GB",national,"AT: SPÖ, ÖVP, FPÖ, GRÜNE, NEOS, PILZ; FR: Lutte Ouvrière, Nouveau Parti Anticapitaliste (NPA), La France insoumise, PS, La République En Marche!, Les Républicains, Debout La France (DLF), FN, Solidarité et Progrès, Union Populaire Républicaine (UPR), Résistons; DE: AfD, CDU, CSU, LINKE, FDP, 90/Greens, SPD; IT: PD, FI, LN, FDI, LeU, M5S, +Europa; NL: D´66, GL, PvdA, PVV, VVD, CDA, SP, SGP, CU, 50PLUS, DENK, FvD, VNL; GB: Conservatives, Labour, LibDems, SNP, UKIP, GPEW",1,Social Media,Twitter,ICCP via GESIS,https://search.GESIS.org/research_data/ZA7499,2017,2018,27.02.2017,12.02.2018,1,1,".dta, .sav",2,4,1,"De Sio, Lorenzo; De Angelis, Andrea; Emanuele, Vincenzo (2017). Issue yield and party strategy in multi-party competition. Comparative Political Studies, CISE - Italian Center for Electoral Studies: The year of challengers Issues, public opinion, and elections in Western Europe in 2017 Edited by: De Sio, Lorenzo and Paparo, Aldo.",1,2,party name,1,0,1,"study, party, issue_id, issuetype, dim (Dimension), posgoal_l (rival goal left-wing), posgoal_r (rival goal right-wing), priority (Systemic issue salience), count (Number of tweets on issue), partytotal (Total party tweets), partytotpos (Total *positional* party tweets), partytotval (Total *valence* party tweets), partyshare (Share of party tweets dedicated to this issue), LR (Orientation (Left/Right) ), p (Party size in survey sample (0-1)), support (Whole sample: goal support ), within (Within-party: goal support (HIYgoal support, for pos issues), cred (Whole sample: Party credibility on goal ), intcred (Within-party: Party credibility on goal ), cwiy ((Credibility-weighted) Issue Yield for goal ), cwiyrank (Issue Yield cross-party ranking)",1,0,2,2,1,1,,,"no texts, only codes",,,,,,,
Germany,DE,national,"DE: CDU, CSU, LINKE, FDP, 90/Greens, SPD, AfD, Piraten",1,Social Media,Twitter + Facebook (by candidates),Deutsche Bundestagswahl 2013: Nutzung von Twitter durch Kandidaten,https://search.GESIS.org/research_data/ZA5973,2013,2013,01.06.2013,31.12.2013,1,1,".txt, .dta, .sav, .csv",2,4,1,"Stier, Sebastian; Bleier, Arnim; Bonart, Malte; Mörsheim, Fabian; Bohlouli, Mahdi; Nizhegorodov, Margarita; Posch, Lisa; Maier, Jürgen; Rothmund, Tobias; Staab, Steffen (2018). Systematically monitoring social media: The case of the German federal election 2017. GESIS Papers 2018|4",1,2,twitter_ID,1,0,1,twitter_ID,4,0,2,2,1,1,,,"no full texts as twitter_ID needs to be uncoded, dataset contains links to facebook/twitter accounts of candidates",,,,,,,
Germany,DE,national,"DE: AfD, CDU, CSU, LINKE, FDP, 90/Greens, SPD",1,Social Media,Twitter,Monitoring sozialer Medien im Bundestagswahlkampf 2017,https://search.GESIS.org/research_data/ZA6926,2017,2017,05.07.2017,30.09.2017,1,1,".dta, .sav, .csv",2,4,1,"Stier, Sebastian; Bleier, Arnim; Bonart, Malte; Mörsheim, Fabian; Bohlouli, Mahdi; Nizhegorodov, Margarita; Posch, Lisa; Maier, Jürgen; Rothmund, Tobias; Staab, Steffen (2018). Systematically monitoring social media: The case of the German federal election 2017. GESIS Papers 2018|4",1,2,twitter_ID,1,0,1,twitter_ID,4,0,2,2,1,1,,,"no full texts as twitter_ID needs to be uncoded, dataset contains links to facebook/twitter accounts of candidates",,,,,,,
Germany,DE,national,"DE: AfD, CDU/CSU, LINKE, FDP, 90/Greens, SPD",1,Social Media,Twitter (by MPs),Github/msaeltzer,https://github.com/msaeltzer/birdfish/tree/master/partypolitics,2017,2017,01.01.2017,31.12.2017,1,1,.rdata,2,6,0,"Sältzer, M. (2020). Finding the bird’s wings: Dimensions of factional conflict on Twitter. Party Politics.",1,2,"party name, MP name",1,0,0,"faction, screen_name.x, party.x, name.x, social.x, economic.x, relative_ideology, type.x, source.x, translation, fullname, faction_name, type.y, party.y, id",2,0,2,2,0,1,,,no full texts,,,,,,,
Spain,ES,national,"ES: PP, PSOE, Izquierda Unida, UPyD, C's",1,Social Media,Twitter,Journal of Information Science,https://doi.org/10.1177/0165551515598926,2014,2015,03.12.2014,12.01.2015,1,1,.txt,2,7,0,"Vilares, D., Thelwall, M., & Alonso, M. A. (2015). The megaphone of the people? Spanish SentiStrength for real-time analysis of political tweets. Journal of Information Science, 41(6), 799-813.",1,1,twitter_ID,0,0,0,twitter_ID,3,1,0,1,0,1,,,"full texts but not in .RDS, .dta or .csv format; data can be downloaded from the section ""Notes"" in the article",,,,,,,
EU,,supranational,"AT: FPÖ, GRÜNE, NEOS, ÖVP, SPÖ; BE: CD&V, cdH, DéFi, ECOLO, groen!, MR, N-VA, openVLD, PS, PTB/PVDA, sp.a, VB; BG: BSP, Democratic Bulgaria (Democratic Bulgaria), DPS, GERB, VMRO-BND (IMRO - Bulgarian National Movement); HR: HDZ, HNS, HRAST (Croatian Growth), HSS+, MOST, NL Marijana Petir, NL Mislav KolakuÅ¡iÄ‡ , NZH/HSP (Coalition of NHR and HSP), SDP, SDSS, START, Zivi zid; CY: AKEL, DiKo, DISY, EDEK, ELAM; CZ: ANO, CSSD, KDU-CSL, KSCM, ODS, Pirati, SPD, STAN, TOP 09; DK: Alternativet, SD, RV, KF, SF, Liberal Alliance, N (People's Movement against the EU), DF, EL, V; EE: K, EKRE, Estonia 200, RP, ER, ESDP; EU: ACRE, ALDE, DiEM25, ECPM, EFA, EPP, European Greens, European Pirates, PEL, PES, Volt; FI: KD, KESK, KK, PS, RKP/SFP, SSDP, VAS, VL; FR: EELV, La France insoumise, Les Republicains, PS, La Republicque En Marche!, FN; DE: AfD, CDU, CSU, FDP, 90/Greens, LINKE, SPD; GR: XA, KKE, GREEK SOLUTION (Greek Solution), KINIMA ALLAGIS (Movement for Change), ND, SYRIZA; HU: DK, FiDeSz-KDNP, Jobbik, LMP, MKKP (Hungarian Two-tailed Dog Party), Momentum (Momentum Movement ), MSzP-PM (Hungarian Socialist Party); IE: Fianna Fail, Fine Gael, Greens, Independents for Change (Independents 4 Change), Labour, SF, Solidarity-People Before Proift; IT: FDI, FI, L, M5S, PD, More Europe (+Europa); LV: SDPS, Development/For!, Jauna konservativa partija (New Conservative Party), Vienotba (Unity), Latvian Russian Union, Latvijas Regionu apvieniba (Latvian Association of Regions), TB-LNNK, Progressives, ZZS; LT: LLRA/AWPL-KSS, DP, LCP (Lithuanian Centre Party), LRLS, LSDDP (Social Democratic Labour Party of Lithuania), LSDP, LVZS, LZP (Lithuanian Green Party), PTT, TS-LKD, VKM ""AMT"", VKM ""PRPJ"", VKM ""RS""; LU: ADR, CSV/PCS, DP/PD, Dei Greng/Les Verts, Dei Lenk/La Gauche, LSAP/POSL, Piratepartei (Pirate Party of Luxembourg), VOLT (Volt Europa); MT: Imperium Europa (Imperium Europa), Partit Demokratiku (Democratic Party), PL, PN; NL: 50PLUS, CDA, CU-SGP (Christian Union), D'66, FvD, GL, PvdA, PvdD, PVV, SP, VVD; PL: KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI (European Coalition), PiS, KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA (Spring), KOMITET WYBORCZY WYBORCÃ“W KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY (Coalition for the Renewal of the Republic -- Liberty and Hope), Kukiz'15; PT: BE, CDS-PP, CDU/PCP-PEV (Unified Democratic Coalition), PAN (Party for Animals and Nature), PS, PSD; RO: ALDE, PMP, PNL, Pro Romania (PRO Romania), PSD (Social Democratic Party), UDMR/RMDSz, USR; SK: KDH, Electoral alliance Progressive Slovakia and TOGETHER â€“ Civic Democracy, L'SNS, Krestanska demokracia (Christian Democracy), Krestanska unia (The Christian Union), MKdH/MKdM, Most-Hidd, Ol'aNO, SaS, Sme Rodina, Smer, SMK-MKP, SNS; SI: DeSUS, Levica (The Left), LMS, Nsi, SAB, SD, SDS, SLS, SMC, SNS, ZS; ES: Ahora Republicas (Republican Left of Catalonia), CEUS (Coalition for a Solidary Europe), C's, JxCat, PODEMOS, PP, PSOE, VOX; SE: SAP, CP, Kd, L, MP, MSP, SD, V; GB: Brexit (The Brexit Party), Change UK (Change UK - The Independent Group), Conservatives,GPEW, Labour, LibDems, SNP, UKIP;",1,Social Media,Twitter (by MEPs),Political Campaigning on Twitter During the 2019 European Parliament Election Campaign,https://doi.org/10.7802/1.1995,2019,2019,23.04.2019,30.05.2019,1,1,.csv,2,4,1,"Stier, S. GESIS - Leibniz-Institut für Sozialwissenschaften [=] Popa, Sebastian A.; Newcastle University [=] Braun, Daniela; LMU Munich (2020). Political Campaigning on Twitter During the 2019 European Parliament Election Campaign (Version: 1.0.0). , DOI: https://doi.org/10.7802/1.1995, url: https://doi.org/10.7802/1.1995.",1,2,"party name, twitter_ID",0,0,1,"country, name, party, english party name, gender, incumbent, place list, twitter screen name, twitter_id, parlgov_id, ches_id, ees_party_id, eu_actor, eu_party",4,0,2,2,1,1,,,"no full texts; twitter_ID is stored and can be used for scraping, additional information on twitter accounts of EP political actors",,,,,,,
United Kingdom,GB,subnational,GB: SNP; Scottish Labour; Scottish Conservative and Unionist Party; Scottish Liberal Democrats; Scottish Green Party,1,Manifesto,Manifesto,Party Archives,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PH8XZO,1999,2016,,,0,1,.txt,2,3,0,"Greene, Zachary; McMillan, Fraser (2020). Scottish Party Election Manifestos, 1999-2016. https://doi.org/10.7910/DVN/PH8XZO. Harvard Dataverse, V1",1,1,"party name, year",1,0,0,NA,0,1,0,0,0,1,1,,,,,,,,,
Austria,AT,national,"AT: SPÖ, VdU, ÖVP, FPÖ, GA, GRÜNE, LIF, Freedom Movement, KPÖ, BZÖ, NEOS, TS, PILZ",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1949,2019,,,0,,".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Belgium,BE,national,"BE: BSP/PSB, LP/PL, PSC/CVP, CVV, VU, PVV/PLP, FDF, CVP, PSC, RW, PVV, PLP, PLP de la région bruxelloise, PLDP, PRLW, PL, SP, PS, VB, ECOLO, AGALEV, PRL, FDF, VLD, CD&V, VU, sp.a, MR, cdH, N, groen!, SPIRIT, openVLD, LDD, VB, PTB/PVDA",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1946,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Bulgaria,BG,national,"BG: BSP, SDS, BZNS, DPS, Coalition of Bulgarian Socialist Party, PKE, NS, BBB, DL, KEL, ODS, ONS, KzB, NDSV, DSB, ATAKA, BNS, SK, GERB, RZS, Reformist bloc, Patriotic Front - NFSB and VMRO, ABV, BBZ, OP, BSP za Balgariya, Will",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Croatia,HR,national,"HR: SZH, ZAS, SKH, SSH, SSOH, KNS, HDZ, SDPH, HSLS, HNS, HSP, HSS, SNS, IDS, DA, RiDS, SDP, HND, ZL, SBHS, LS, SDSS, HSU, HDSSB, Kukuriku, HL, Independent List of Ivan Grubišić, Croatia is growing, Patriotic Coalition, Our Own Right, NS, MOST, Human Shield, Milan Bandić 365 - The Party of Labour and Solidarity, The Only Option Coalition, People's coalition, Coalition for Prime Minister, Even Stronger Istria Coalition",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Cyprus,CY,national,"CY: AKEL, EDEK, KF, DiKo, KED, DISY, Ecological and Environmental Movement, EVROKO, Movement of Ecologists - Citizens' Cooperation, SYPOL, KA, ELAM",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1996,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Czech Republic,CZ,national,"CZ: KSČ, OF, ČSL, KDU, HSD, LB, ČSSD, ODA, ODS, LSU, KDS, SPR, KSČM, ČSSD, DŽJ, US, SZ, TOP09, VV, ANO, Úsvit, STAN, SPD, Piráti",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Denmark,DK,national,"DK: DKP, SD, RV, V, KF, RF, DS, DU, SF, LC, VS, KrF, CD, FP, FK, EL, DF, K, NY, Liberal Alliance, Alternativ, The New Right",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1945,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Estonia,EE,national,"EE: Electoral Union ‘Secure Home', ESDP, EMKE/ESDP, Electoral Union ‘Popular Front', RKI, ERSP, Electoral Union ‘Estonian Citizen', Electoral Union ‘Independent Royalists', EMKE/ESDP/EAKL, K, ER, VKRE, I/ERSP, KE, KMÜ, Electoral Union ‘Our Home is Estonia', M, IL, EME, EÜRP, RP, ERL, EER, SDE, IRL, EVA, EKRE",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1992,2015,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Finland,FI,national,"FI: SKDL, SSDP, KE, KK, Maal, RKP/SFP, SK, TPSL, LKP, KESK, SPP, SKL, SMP, VL, Deva, VAS, SK, NSP, PS, KD, Movement Now",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1945,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
France,FR,national,"FR: PCF, SIFO, RRRS, MRP, RPF, PRL, CNIP, UDCA, UNR, CD, UD, PDM, UDR, PS, CDP, MR, RPR, UDF, Union for a New Majority - Gaullists/Conservatives, Union for a New Majority - Conservatives/Gaullists, FN, Les Verts, GE, UMP, MoDem, FDG, EÉLV, PRG, PR, NC, AC, Indomitable France, Republic Onwards!, UDI, The Republicans",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1946,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Germany,DE,national,"DE: KPD, SPD, FDP, CDU/CSU, DZ, DP, WAV, DRP, BP, SSW, GB/BHE, The Greens, Greens/90Greens/Alliance‘90, PDS, 90/Greens, L, LINKE, Pirates, AfD",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1949,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Greece,GR,national,"GR: KKE, PASOK, EK, ND, EDIK, EP, SYN, Pola, DIKKI, SYRIZA, LAOS, DIMAR, XA, ANEL, To Potami (The River), LAE",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1974,2015,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Hungary,HU,national,"HU: MSzP, MSzDP, FiDeSz, SzDSz, MDF, KDNP, FKgP, ASz, MIÉP, LMP, Jobbik, DK, E14, PM",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2018,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Ireland,IE,national,"IE: Labour, Family of the Irish, Soldiers of Destiny, CnP, CnT, WP, PD, Greens, DLP, SF, ULA, Socialist Party, PBPA, AAA, WUA, Social Democrats, Independent Alliance",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1948,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
